GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS,personId,offensiveRating,defensiveRating
0021500501,1610612740,NOP,New Orleans,202087,Alonzo Gee,Alonzo,F,,25:21,2.0,3.0,0.667,0.0,0.0,0.0,1.0,2.0,0.5,0.0,8.0,8.0,2.0,0.0,0.0,0.0,3.0,5.0,4.0,202087,87.5,78.9
0021500501,1610612740,NOP,New Orleans,203076,Anthony Davis,Anthony,G,,42:50,13.0,22.0,0.591,0.0,0.0,0.0,5.0,6.0,0.833,4.0,10.0,14.0,0.0,1.0,1.0,4.0,2.0,31.0,7.0,203076,104.3,97.8
0021500501,1610612740,NOP,New Orleans,201600,Omer Asik,Omer,F,,19:45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,2.0,1.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,8.0,201600,100.0,77.8
0021500501,1610612740,NOP,New Orleans,201569,Eric Gordon,Eric,G,,36:59,6.0,14.0,0.429,2.0,5.0,0.4,2.0,2.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,16.0,15.0,201569,106.1,91.1
0021500501,1610612740,NOP,New Orleans,202708,Norris Cole,Norris,G,,38:00,7.0,16.0,0.438,0.0,2.0,0.0,2.0,2.0,1.0,1.0,11.0,12.0,4.0,4.0,0.0,5.0,4.0,16.0,7.0,202708,101.2,93.8
0021500501,1610612740,NOP,New Orleans,201962,Toney Douglas,Toney,F,,13:50,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,-4.0,201962,96.7,113.8
0021500501,1610612740,NOP,New Orleans,2570,Kendrick Perkins,Kendrick,,,4:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-4.0,2570,88.9,120.0
0021500501,1610612740,NOP,New Orleans,201950,Jrue Holiday,Jrue,G,,30:01,8.0,14.0,0.571,2.0,6.0,0.333,2.0,4.0,0.5,0.0,3.0,3.0,5.0,2.0,1.0,3.0,1.0,20.0,1.0,201950,107.8,107.9
0021500501,1610612740,NOP,New Orleans,201583,Ryan Anderson,Ryan,F,,29:04,4.0,12.0,0.333,2.0,6.0,0.333,6.0,6.0,1.0,2.0,6.0,8.0,1.0,1.0,0.0,1.0,1.0,16.0,1.0,201583,100.0,100.0
0021500501,1610612740,NOP,New Orleans,201582,Alexis Ajinca,Alexis,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,,201582,0.0,0.0
0021500501,1610612740,NOP,New Orleans,202337,Luke Babbitt,Luke,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,,202337,0.0,0.0
0021500501,1610612740,NOP,New Orleans,201967,Dante Cunningham,Dante,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,,201967,0.0,0.0
0021500501,1610612740,NOP,New Orleans,201936,Tyreke Evans,Tyreke,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,,201936,0.0,0.0
0021500501,1610612742,DAL,Dallas,202718,Chandler Parsons,Chandler,F,,34:13,2.0,6.0,0.333,1.0,2.0,0.5,1.0,2.0,0.5,0.0,1.0,1.0,3.0,2.0,0.0,1.0,3.0,6.0,-4.0,202718,95.9,101.4
0021500501,1610612742,DAL,Dallas,1717,Dirk Nowitzki,Dirk,G,,32:56,8.0,21.0,0.381,2.0,5.0,0.4,6.0,8.0,0.75,0.0,4.0,4.0,3.0,0.0,0.0,0.0,1.0,24.0,-7.0,1717,94.3,102.8
0021500501,1610612742,DAL,Dallas,2585,Zaza Pachulia,Zaza,C,,34:40,6.0,11.0,0.545,0.0,0.0,0.0,2.0,2.0,1.0,2.0,7.0,9.0,2.0,4.0,1.0,4.0,2.0,14.0,-11.0,2585,93.2,108.2
0021500501,1610612742,DAL,Dallas,202083,Wesley Matthews,Wesley,G,,35:18,7.0,13.0,0.538,4.0,10.0,0.4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,18.0,2.0,202083,100.0,96.2
0021500501,1610612742,DAL,Dallas,200826,J.J. Barea,J.J.,G,,27:01,3.0,10.0,0.3,1.0,3.0,0.333,3.0,3.0,1.0,0.0,7.0,7.0,5.0,2.0,0.0,1.0,1.0,10.0,4.0,200826,103.4,98.3
0021500501,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,,,8:47,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,-2.0,203939,85.0,100.0
0021500501,1610612742,DAL,Dallas,101114,Deron Williams,Deron,F,,21:06,4.0,8.0,0.5,1.0,2.0,0.5,2.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,11.0,-11.0,101114,75.0,95.7
0021500501,1610612742,DAL,Dallas,101109,Raymond Felton,Raymond,F,,26:22,5.0,7.0,0.714,1.0,2.0,0.5,2.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,0.0,3.0,1.0,13.0,-12.0,101109,94.6,110.2
0021500501,1610612742,DAL,Dallas,201580,JaVale McGee,JaVale,F,,13:09,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,1.0,0.0,4.0,0.0,6.0,201580,103.4,80.0
0021500501,1610612742,DAL,Dallas,101111,Charlie Villanueva,Charlie,,,6:28,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,101111,88.2,100.0
0021500501,1610612742,DAL,Dallas,1626147,Justin Anderson,Justin,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,,1626147,0.0,0.0
0021500501,1610612742,DAL,Dallas,202379,Jeremy Evans,Jeremy,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,,202379,0.0,0.0
0021500501,1610612742,DAL,Dallas,203098,John Jenkins,John,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,,203098,0.0,0.0
